0.116777	1.590476	0.116777
2.000000	2.000000	0.116777
1.222223	1.404349	0.116777
1.177356	1.278055	0.116777
1.127525	1.242547	0.116777
1.061903	1.125534	0.116777
1.019172	1.761871	0.116777
0.926226	0.996862	0.116777
0.840490	0.862917	0.116777
0.790560	0.842722	0.116777
0.747412	0.791469	0.116777
0.660809	0.736621	0.116777
0.612367	0.690489	0.116777
0.527016	0.560891	0.116777
0.454820	0.504363	0.116777
0.377418	0.410220	0.116777
0.327438	0.391540	0.116777
0.265515	0.305291	0.116777
0.215702	0.295281	0.116777
0.171215	0.260270	0.116777
0.125248	0.225649	0.116777
0.093359	0.193538	0.093359
0.071959	0.097334	0.071959
0.023626	0.123199	0.023626
0.000218	0.171710	0.000218
0.001017	0.030156	0.000218
0.000077	0.239514	0.000077
0.001522	0.035611	0.000077
0.000420	0.030430	0.000077
0.000428	0.033905	0.000077
0.001171	0.040645	0.000077
0.000548	0.040647	0.000077
0.000064	0.052363	0.000064
0.000097	0.021649	0.000064
0.000679	0.387339	0.000064
0.001894	0.045004	0.000064
0.000051	0.053044	0.000051
0.001029	0.055749	0.000051
0.000002	0.075765	0.000002
0.000056	0.031358	0.000002
0.000253	0.020227	0.000002
0.000191	0.076706	0.000002
0.000057	0.033237	0.000002
0.000326	0.027201	0.000002
0.000223	0.007443	0.000002
0.000359	0.040071	0.000002
0.000830	0.049351	0.000002
0.000043	0.033416	0.000002
0.000033	0.022804	0.000002
0.000471	0.035975	0.000002
0.000117	0.047844	0.000002
0.000381	0.027651	0.000002
0.000074	0.023279	0.000002
0.000348	0.118775	0.000002
0.000923	0.162596	0.000002
0.003964	0.112288	0.000002
0.000214	0.062009	0.000002
0.000033	0.117272	0.000002
0.000139	0.062684	0.000002
0.000052	0.190530	0.000002
0.001053	0.249777	0.000002
0.000543	0.597978	0.000002
0.000281	0.254558	0.000002
0.000368	0.579083	0.000002
0.000258	0.082861	0.000002
0.002002	0.037492	0.000002
0.000570	0.267676	0.000002
0.000322	0.018751	0.000002
0.000990	0.009813	0.000002
0.000420	0.572758	0.000002
0.000308	0.712587	0.000002
0.000345	0.634313	0.000002
0.000060	0.327395	0.000002
0.000316	0.043944	0.000002
0.000082	0.041967	0.000002
0.000030	0.020447	0.000002
0.001686	0.024457	0.000002
0.000465	0.881743	0.000002
0.000314	0.291275	0.000002
0.001190	0.978772	0.000002
0.001422	0.025820	0.000002
0.001409	0.507003	0.000002
0.002280	0.907250	0.000002
0.001049	1.192944	0.000002
0.000605	0.930273	0.000002
0.000463	0.025678	0.000002
0.000634	0.291745	0.000002
0.000672	0.462425	0.000002
0.000276	0.028853	0.000002
0.000387	0.041902	0.000002
0.001923	0.104879	0.000002
0.001026	0.110762	0.000002
0.001969	0.035452	0.000002
0.000249	0.017172	0.000002
0.000046	0.045787	0.000002
0.000902	0.078316	0.000002
0.000893	0.894137	0.000002
0.000101	0.086399	0.000002
0.000110	0.018054	0.000002
0.000042	0.099870	0.000002
0.000393	0.516761	0.000002
0.000642	0.294824	0.000002
0.000190	0.010088	0.000002
0.000484	0.151473	0.000002
0.000019	0.072516	0.000002
0.000433	0.034291	0.000002
0.001465	0.470722	0.000002
0.000173	0.032126	0.000002
0.000006	0.032859	0.000002
0.000593	0.029072	0.000002
0.000018	0.030561	0.000002
0.000925	0.035209	0.000002
0.000279	0.024572	0.000002
0.000106	0.021276	0.000002
0.000048	0.056854	0.000002
0.000128	0.010695	0.000002
0.001186	0.019003	0.000002
0.000299	0.029651	0.000002
0.000107	0.066225	0.000002
0.000205	0.025879	0.000002
0.000175	0.019707	0.000002
0.000562	0.034201	0.000002
0.000198	0.058048	0.000002
0.000810	0.030508	0.000002
0.000877	0.021704	0.000002
0.000278	0.087675	0.000002
0.000216	0.036513	0.000002
0.000273	0.023536	0.000002
0.000091	0.065475	0.000002
0.000067	0.067501	0.000002
0.000337	0.014491	0.000002
0.000413	0.020256	0.000002
0.000043	0.020455	0.000002
0.000912	0.006035	0.000002
0.000093	0.035532	0.000002
0.000440	0.023512	0.000002
0.000039	0.025526	0.000002
0.000169	0.024233	0.000002
0.000077	0.548097	0.000002
0.001105	0.304806	0.000002
0.000423	0.035710	0.000002
0.000398	0.085232	0.000002
0.000661	0.024964	0.000002
0.000662	0.018083	0.000002
0.000248	0.017683	0.000002
0.000416	0.011231	0.000002
0.000271	0.031643	0.000002
0.000234	0.052771	0.000002
0.000556	0.013926	0.000002
0.000662	0.022158	0.000002
0.000125	0.025725	0.000002
0.000519	0.031674	0.000002
0.000587	0.497177	0.000002
0.000587	0.829142	0.000002
0.000867	0.721115	0.000002
0.001694	0.136296	0.000002
0.000179	0.056153	0.000002
0.000039	0.456993	0.000002
0.000796	0.023988	0.000002
0.000147	0.036804	0.000002
0.000281	0.057113	0.000002
0.000235	0.155188	0.000002
0.000299	0.045514	0.000002
0.000520	0.862052	0.000002
